Account, Parent, Alias: Default, Alias: KOREAN ALIAS, Valid For Consolidations, Data Storage, Two Pass Calculation, Description, Formula, Formula Description, UDA, Smart List, Data Type, Hierarchy Type, Enable for Dynamic Children, Number of Possible Dynamic Children, Access Granted to Member Creator, Allow Upper Level Entity Input, Process Management Enabled, UUID, Data Id, Old Name, Old Unique Name, Account Type, Time Balance, Skip Value, Exchange Rate Type, Variance Reporting, Source Plan Type, Plan Type (FinPlan), Aggregation (FinPlan), Data Storage (FinPlan), Formula (FinPlan), Solve Order (FinPlan), Formula Description (FinPlan), Plan Type (FinRPT), Aggregation (FinRPT), Data Storage (FinRPT), Formula (FinRPT), Solve Order (FinRPT), Formula Description (FinRPT), Operation
685148,685120,685148-Door Attendant: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,16b0e4eb-2833-4922-a036-3c5aae47131b,3788917087750958,685148,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685149,685120,685149-Door Attendant: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,811c2e1a-f0f4-4362-be48-bdfd67055ce8,2279283721260872,685149,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685150,685120,685150-Door Attendant: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,31b00222-30d1-476e-a1e0-c9088cbe82f7,3278474939089556,685150,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685151,685120,685151-PBX Operator - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b1193be1-9837-4217-8e11-ce29daf94636,3446952249741168,685151,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685152,685120,685152-PBX Operator - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ec54fcbf-9de9-4dc4-b718-51950c267f2a,2812122932399372,685152,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685153,685120,685153-PBX Operator: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,d53c57cd-93fe-4b83-938e-a85a25157cb5,187056678454850,685153,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685154,685120,685154-PBX Operator: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,11f225fc-e16b-45cf-9a55-cf857e0c275d,555834764445786,685154,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685155,685120,685155-PBX Operator: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,3ac7e59f-ad51-4f15-bd59-65f934577173,3553113472976621,685155,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685156,685120,685156-PBX Operator: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,3ad39785-55e3-4f80-abf0-c9037b873a3b,4349011242077848,685156,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685157,685120,685157-PBX Operator: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7d92e411-0916-45bd-a8e2-420eaf969fee,4394994640371924,685157,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685158,685120,685158-PBX Operator: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,91413e14-c0d8-4ab2-bd75-0f0df8026ef3,1476053381236689,685158,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685160,685100,685160-Non-Management - Rooms: Guest Services - OT,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,05db39b4-9c50-4bc0-ad27-16da35fff52e,382524197061022,685160,<none>,expense,flow,none,none,expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
685161,685160,685161-Concierge Supervisor - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b80737d9-2f82-4d39-a570-cdc3ca81ca9b,3255260771926308,685161,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685162,685160,685162-Concierge Supervisor - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,aaf997f9-3447-4f21-a913-2245ef1442f6,809427728090389,685162,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685163,685160,685163-Concierge - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,166e536d-6d9c-4fe5-955a-275191187ce4,4035428532766566,685163,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685164,685160,685164-Concierge - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,93cbfb59-7150-4591-b6bb-fbeb07b4e7e1,574671409923480,685164,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685165,685160,685165-Concierge: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,9e7520e3-8892-4d2e-8c49-62508322ab39,2130406531682244,685165,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685166,685160,685166-Concierge: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c024eca8-eb8e-48dd-8396-6ca0b692f2d7,589735274434141,685166,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685167,685160,685167-Concierge: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c0465b65-6723-498f-abab-82401d82f88c,1241403777042221,685167,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685168,685160,685168-Concierge: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,69831ee2-bd05-4a15-866c-16a25452ffa1,3790821045914587,685168,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685169,685160,685169-Concierge: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b081ba33-a87e-4274-b6e5-92517e3b78f7,3216439535683785,685169,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685170,685160,685170-Concierge: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ea34a886-ca2b-41f3-8bf7-8a75a0ef3cfe,3264700891089123,685170,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685171,685160,685171-Guest Services Representative - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,17625323-94a5-4aad-a3d2-2ff67a628a68,638677597571874,685171,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685172,685160,685172-Guest Services Representative - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f1ed782e-3223-416f-9c97-c11279c85daa,4137274884048562,685172,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685173,685160,685173-Guest Services Representative: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5edb4bd3-214c-43dd-bb5f-0a82afe1e5d7,133279747296092,685173,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685174,685160,685174-Guest Services Representative: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ef00ffda-44c1-4bae-85bf-7f70b3a48a78,2369368867621700,685174,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685175,685160,685175-Guest Services Representative: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,194bd3e3-ebed-42a6-8d27-02252b9b757d,3479216915956456,685175,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685176,685160,685176-Guest Services Representative: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e63a04fe-01ed-4a1c-9760-47a78d1c0ec2,390618916145007,685176,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685177,685160,685177-Guest Services Representative: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,9eeb231f-e075-4658-9e0d-c6f67b89a2fc,3362806643115002,685177,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685178,685160,685178-Guest Services Representative: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,1e0bd4c3-ec8e-4a90-bf65-09d0bd7e1387,3973025133315321,685178,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685179,685160,685179-Guest Services Coordinator - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,a91a2ac6-6290-41e4-937d-e447408790f7,1850612778550015,685179,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685180,685160,685180-Guest Services Coordinator - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e609f82c-283a-4795-b4c5-3e600ae7b1eb,4069657724797879,685180,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685181,685160,685181-Activities Coordinator - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5b3f0cdf-fa83-431e-ae0e-35c4d7326127,3034511456947635,685181,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685182,685160,685182-Activities Coordinator - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,a227f207-0a77-43fa-a3cc-207664f1cb9e,3896072812318419,685182,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685183,685160,685183-Activities Attendant - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,15eb5541-5fe6-4f3d-bf9f-0f09be71be41,3153105909990477,685183,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685184,685160,685184-Activities Attendant - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,bd284b3b-9a1f-4938-9374-d5919992cf67,2144821210794734,685184,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685185,685160,685185-Pool Supervisor - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b84c989c-d01a-4934-99bf-26633110c4dc,1447936737034989,685185,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685186,685160,685186-Pool Supervisor - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e05e1c20-9df0-4546-ab97-a6acfdbebede,815420416937806,685186,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685187,685160,685187-Pool Attendant - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,951d4326-d10b-44b9-943b-8f588d2d7f2c,4339336238222327,685187,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685188,685160,685188-Pool Attendant - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e13852fb-799e-4e7f-acd0-456f34d9a63b,3976193671187845,685188,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685189,685160,685189-Lifeguard Captain - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7c708813-dcbe-4837-8218-60fc6416eb8b,1063448924145628,685189,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685190,685160,685190-Lifeguard Captain - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,66b60d90-b35b-4fbf-bde9-b3c3cb15f5a3,4384506736756256,685190,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685191,685160,685191-Lifeguard - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,3c34a365-6c8c-437d-ac79-be9fcdbd556d,1035540515867655,685191,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685192,685160,685192-Lifeguard - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,6c3377b5-098d-40b2-8c70-a7626f49c581,3994870788408875,685192,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685210,685100,685210-Non-Management - Rooms: Housekeeping - OT,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,697b2a57-b9ad-4e44-959f-ce81363f657a,4417392588376818,685210,<none>,expense,flow,none,none,expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
685211,685210,685211-Room Attendant - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c7945206-3af8-4cab-bd06-a3800dcdeb9b,4484882989466415,685211,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685212,685210,685212-Room Attendant - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,9fc0b6e3-2703-4fc5-825c-d83ea9893a17,334902251113038,685212,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685213,685210,685213-Inspector or Supervisor - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,6dfef6eb-2371-4651-a6d8-d48c4172a9b5,3255411755077335,685213,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685214,685210,685214-Inspector or Supervisor - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,481aab9b-1de8-44a9-b6b5-ef14bf5ef739,3153426967380576,685214,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685215,685210,685215-Turn Down Attendant - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,cd12be5d-4958-46c5-8968-f7c1b39d1422,843582532897699,685215,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685216,685210,685216-Turn Down Attendant - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,69e05aec-063e-48d0-8c40-042feb0a269e,917906464654193,685216,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685217,685210,685217-House Attendant - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,de48a7fa-3909-4474-8c97-dd86f33f50b6,3909185213255281,685217,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685218,685210,685218-House Attendant - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5e096b07-2d95-4878-9ac3-cc876508cd95,755297601145656,685218,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685219,685210,685219-House Attendant: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,04f87e56-fe43-44b4-b54e-8561a7649a97,830756897049455,685219,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685220,685210,685220-House Attendant: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,12ba0779-d44f-4f7b-a55e-7d96b6707acc,570783771347499,685220,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685221,685210,685221-House Attendant: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,dde6abf4-7b8e-4818-8787-ef28e464386d,3997292977933504,685221,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685222,685210,685222-House Attendant: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f211c792-2b66-40c5-8b1e-4b0c73f2268a,2247878379586028,685222,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685223,685210,685223-House Attendant: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,18d19222-6288-4637-8b56-17680354ae3a,496868307714179,685223,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685224,685210,685224-House Attendant: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e3787685-3cd2-405c-89ac-fe74b58b7b06,2181617073409848,685224,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685225,685210,685225-Back of House Attendant - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7ccb4132-43c2-4391-9c4a-ed6fd1446b7f,2894424064738766,685225,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685226,685210,685226-Back of House Attendant - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e3c96b7d-d896-487c-84e8-763fe0e660dd,3871301675665321,685226,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685227,685210,685227-Public Area Attendant - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ea4b1b17-a18e-48bc-ba04-aaaa4a2e0136,2368199665403987,685227,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685228,685210,685228-Public Area Attendant - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,0af60bf4-3ab9-42d7-be18-2efcc8ec2035,1550416683683469,685228,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685229,685210,685229-Sewing Attendant - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,35b338ca-27c7-4732-9d0f-2020fdf02457,3738865211297628,685229,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685230,685210,685230-Sewing Attendant - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,cfbbee82-2631-4483-accd-8f5a02ec22c8,2908182586081533,685230,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685231,685210,685231-Uniform Attendant - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,8c6b769f-c3cb-43a7-b98d-506f4cb2afcd,3293068378916139,685231,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685232,685210,685232-Uniform Attendant - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,65e96f23-c588-4c80-9d30-303715b9e5ea,322586392218466,685232,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685233,685210,685233-Condo or CAM Attendant - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,8237c923-ec0f-4219-bcdb-c7248dee1c04,1808585376809942,685233,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685234,685210,685234-Condo or CAM Attendant - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ba67b684-05ba-4a1b-a589-88ce535b6c85,2345670936643243,685234,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685240,685100,685240-Non-Management - Rooms: Laundry - OT,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,07712e73-50c2-47a1-be61-da18761daf62,2433505100253349,685240,<none>,expense,flow,none,none,expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
685241,685240,685241-Linen Control Supervisor - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,37a5c69f-6b61-485a-bb84-e5cecbda0908,328689508632784,685241,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685242,685240,685242-Linen Control Supervisor - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,26c64171-c6f3-4b5a-b6b9-18434aae50fc,1786382091962624,685242,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685243,685240,685243-Laundry Room Supervisor - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,80dd0a03-37ce-4c44-b47e-e2e81f6c64ef,2217366604107337,685243,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685244,685240,685244-Laundry Room Supervisor - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,24950105-67a5-44bb-9308-33f0fcd41275,3250801883695903,685244,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685245,685240,685245-Laundry Room Attendant - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,10e2a0ea-414e-4e8a-bb38-05b5c62664f2,28293939089150,685245,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685246,685240,685246-Laundry Room Attendant - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ffdabee3-da23-4b32-8f24-1a955db336dc,313440161843029,685246,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685247,685240,685247-Laundry Room Attendant: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f4d281e5-9456-4f99-af9d-1ae6549626a5,3240665505089589,685247,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685248,685240,685248-Laundry Room Attendant: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,a8f10386-6709-4683-aa2b-2e0a26089d47,302407575424115,685248,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685249,685240,685249-Laundry Room Attendant: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f9eef2d9-001e-4c27-8676-be2ed393979f,4423034162464019,685249,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685250,685240,685250-Laundry Room Attendant: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,67e25b2b-8983-4a07-87a6-822afb1e4c53,1478305067519208,685250,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685251,685240,685251-Laundry Room Attendant: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,814548b6-11d1-450c-ae22-87c02fd33885,3233163118791481,685251,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685252,685240,685252-Laundry Room Attendant: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,9771b25e-1c94-4888-8a55-14d1ba0305b1,1679206527681361,685252,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685253,685240,685253-Uniform Room Attendant - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,952c5548-4c5a-4a5a-aeb3-a6d79eec91ff,309085028043482,685253,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685254,685240,685254-Uniform Room Attendant - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,745f05de-02f2-43ea-a469-19edef8b9939,3878129142088874,685254,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685255,685240,685255-Uniform Room Attendant: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f12de970-45d8-4082-915f-d8850869562f,1873793718634389,685255,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685256,685240,685256-Uniform Room Attendant: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,72760689-b135-40ee-b9b7-0c378647005e,2635437008831680,685256,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685257,685240,685257-Uniform Room Attendant: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,280bfb2e-d9a1-401c-a5e9-c2edcde23e4c,3095503568062381,685257,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685258,685240,685258-Uniform Room Attendant: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,cc862864-4af8-4e90-8eb4-0d6ebaee0e2c,1427414245002364,685258,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685259,685240,685259-Uniform Room Attendant: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,a5042a39-39f0-4b2f-ad8d-6d48307f95c0,4061850909950875,685259,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685260,685240,685260-Uniform Room Attendant: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ce57a544-a549-4cef-a6af-cf9a042bb907,3857572105700191,685260,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685261,685240,685261-HSKP/Laundry Runner - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ba9fe43f-f023-4e8c-9e33-10e51b0d3f3e,312678879873321,685261,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685262,685240,685262-HSKP/Laundry Runner - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,4b2011ee-342d-46bf-a92d-44f4dcabedf3,3960571174733113,685262,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685263,685240,685263-HSKP/Laundry Runner: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,09c25b4b-1a87-4944-a495-5a26a3ea686f,967158979842005,685263,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
685264,685240,685264-HSKP/Laundry Runner: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,6f483dec-c484-4e58-989a-9804ac5a92dd,2674493798500863,685264,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
